ingredient,count
판테놀(11,2
토마토수(680,2
마돈나백합비늘줄기추출물,2
오이열매추출물,2
+표시: Napiers original formula,2
서양톱풀추출물,2
멕시칸치아씨오일,2
편백오일,2
015 ppm),2
아시아티코사이드(0.082 ppm),2
마데카식애씨드(0.068 ppm),2
리날룰 (*표시: 부활초 추출물,2
센티드제라늄꽃오일++,2
아시아틱애씨드(0.05 ppm),2
라반딘오일,2
복숭아수(70%),2
로즈마리잎오일++,2
라임전초오일++,2
토마토추출물(200 ppm),2
아미노메틸프로판다이올,2
제비꽃꽃추출물,2
오렌지껍질오일++,2
마시멜로뿌리추출물**,2
세틸포스페이트,2
무수자일리톨,2
세라마이드1,2
세라마이드2,2
세라마이드3,2
약모밀추출물(8,2
연교추출물,2
**표시: Napiers moisture formula,2
에스에이치-올리 고펩타이드-1,2
토마토즙(0.1 ppm),2
멘톡시프로판다이올,2
파네솔,2
마트리카리아꽃수,2
겔리듐 카르틸라기네움추출물,2
아스코빅애씨드(1,2
토마토열매/잎/줄기추출물(0.1 ppm),2
포트마리골드추출물,2
향부자추출물,2
라이코펜,2
피브로넥틴,2
톳추출물,2
나이아신아마이드(10%),2
로우스 위트블루베리추출물,2
솔비탄세스퀴올리에이 트,2
클로페네 신,2
메도우스위트꽃추출물**,2
하이드록시프롤린,2
효모발효물,2
토코페롤(2ppm),1
하이드롤라이즈드콩단백질,1
복령균핵추출물,1
올리고펩타이드-4,1
아시아티코사이드*,1
크산토필,1
마데카식애씨드*,1
하이드롤라이즈드하이알루로닉애씨드(25ppm),1
하이알루로닉애씨드(25ppm),1
병풀잎수,1
025ppm),1
250ppm),1
3-O-에틸아스코빅애씨드(107ppm),1
효모/헥사펩타이드-11발효여과추출물,1
벤질알코올,1
비타민나무수,1
타임잎추출물,1
4-부틸레조시놀,1
파스향나무잎추출물,1
[본품] 정제수,1
소나무잎추출물 [증정] 정제수,1
참깨오일,1
확정세포배양액9,1
비피다발효용해물(12.5%),1
락토바실러스발효용해물(12.5%),1
예덕나무피추출물,1
862ppm),1
옐로우체이스트위드추출물,1
트라이플루오로아세틸트라이펩타이드-2,1
칼슘알지네이트,1
펩타이드201.1ppm,1
폴스애플민트잎추출물,1
오미자수,1
비타민나무수(733,1
630ppm),1
비타민나무열매추출물(3,1
히스티딘에이치씨엘,1
시스틴,1
아시아틱애씨드*,1
판테놀. 1,1
폴록사머407,1
소듐하이알루로네이트크로스폴리머(0.1ppm),1
베르가못잎추출물,1
아이슬란드이끼추출물,1
하이드록시피나콜론레티노에이트(1,1
육두구커넬오일,1
수국잎추출물,1
다이포타슘포스페이트,1
하이드록시시트로넬알,1
피이지/피피지-18/18다이메티콘,1
유제놀,1
니아울리나무잎오일,1
브로콜리추출물,1
몰로키아잎추출물,1
아세로라추출물,1
도금양열매추출물,1
살비아오일,1
바나나추출물,1
코코넛야자오일,1
살비아잎추출물,1
치자나무꽃추출물,1
잔탄검 [마스크팩] 정제수,1
[세럼] 빙하수,1
아이소도데케인,1
비타민나무추출물,1
500ppb),1
뽕나무뿌리추출물,1
하이드롤라이즈드하이 알루로닉애씨드,1
세라 마이드엔피,1
소듐하이알루로네이트크로스 폴리머,1
하이드록시프로필트라이모늄 하이알루로네이트,1
뽕나무열매추출물(242,1
사탕무뿌리추출물,1
정제수 변성알코올 글리세린 프로판다이올 나이아신아마이드 락틱애씨드 하이드록시에틸피페라진에탄설포닉애씨드 하이드록시아세토페논 소듐하이드록사이드 하이드록시프로필구아 살리실릭애씨드 파이틱애씨드,1
옥수수잎추출물,1
아크 릴레이트/C10-30알킬아크릴레이트크로스폴리머,1
폴리글리세 릴-10라우레이트,1
콩폴리펩타이드,1
징크클로라이드,1
초피나무열매오일,1
밤보늬추출물(81%),1
블래더랙추출물,1
꿀풀추출물,1
목서꽃추출물,1
[본품 - 펩타이드 퍼밍 세럼] 정제수,1
석류과피추출물,1
생강추출물,1
하이드롤라이즈드루핀단백질,1
에스에이치-폴리펩타이드-19,1
팔미토일펜타펩타이드-5,1
에스에이치-폴리펩타이드-123,1
카페오일헥사펩타이드-65,1
에스에이치-폴리펩타이드-121,1
소듐글루타메이트,1
방풍뿌리추출물,1
실크수,1
하이드롤라이즈드칼슘하이알루로네이트,1
덱스판테놀,1
포타슘아스파테이트,1
비오틴/폴릭애씨드/시아노코바라민/니아신아마이드/판토테닉애씨드/피리독신/리보플라빈/티아민/효모폴리펩테이드,1
알파-알부틴(5,1
트라넥사믹애씨드(20,1
에톡시다이글라이콜* (Inteca*),1
해바라기씨오일*,1
칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물*,1
트라이펩타이드-2,1
애기부들이삭추출물,1
카바카바뿌리추출물,1
리날룰 *표시: belif original formula +표시: 식물 유래 향 [증정 - 뉴메로 에센스] 정제수,1
디스타치포스페이트,1
레티놀(0.2%),1
소듐올레오일하이알루로네이트,1
소듐스테아로일하이알루로네이트,1
메틸글루코오스세스퀴스테아레이트,1
육두구추출물,1
펜타에리스리틸테트라-다이-T-부틸하이드록시하이드로신나메이트,1
아세틸헥사펩타이드-8(0.05ppm),1
윈터체리뿌리추출물,1
소듐설페이티드하이알루로네이트,1
프로폴리스추출물(1,1
932ppm),1
아스코빅애씨드(10,1
030ppb),1
토코페롤(258.5ppb),1
[본품 비첩 자생 에센스] 정제수,1
피이지-150,1
시로미열매즙,1
피리독신에이치씨엘,1
[세럼] 하이드롤라이즈드하이알루로닉애씨드(29,1
시트로넬올 [증정 공진향 탄력 에멀젼] 정제수*,1
폴리(트라이펩타이드-6),1
은행나무잎추출물,1
복사나무잎추출물,1
인동덩굴꽃추출물,1
스위트아몬드오일,1
팔리토일트라이펩타이드-5,1
소듐팔미토일프롤린,1
아세틸글루코사만,1
소이아이소플라본,1
c-PDRN),1
하이드롤라이즈드디엔에이(2,1
알바수련꽃추출물,1
콜레스테롤 [리쥬란 힐러 퍽펙트 힐링 브이 타이터] 정제수,1
[리쥬란 힐러 턴오버 앰플 듀얼 이펙트] 서양산딸기잎추출물,1
은행추출물,1
우유엑소좀,1
(4,1
000 ppm 함유,1
올레스-5,1
갈락토미세스발효여과물(56.78%),1
황색4호[ILN47580],1
적색504호,1
테트라소듐이디티에이,1
트라이에탄올아민,1
세테스-24,1
올레스-3,1
* 에스티로더 갈색병 : 정제수,1
올레스-3포스페이트,1
소듐알엔에이,1
판테틴,1
콜라나무씨추출물,1
트리펩타이드-32,1
피이지-75,1
프로폴리스추출물(1000ppm),1
적색산화철 *글루타치온좀(Glutathiosome) : 식물 유래 이중 지질막 전달체에 글루타치온을 담지하여 만든 복합체 50,1
디메치콘,1
콜라겐아미노산(0.5ppm),1
C9-12알케인,1
요엽후박나무껍질추출물,1
연꽃캘러스배양추출물,1
미리스틸미리스테이트,1
아텔로콜라겐(0.3ppb),1
콜라겐(0.4ppm),1
소듐살리실레이트,1
폴리글리세릴-6올리에이트,1
라벤더꽃수,1
설탕단풍추출물,1
오렌지추출물,1
레몬추출물,1
하이드롤라이즈드콜라겐(2.4%),1
수용성콜라겐(2.5%),1
연꽃잎세포배양가루,1
폴리하이드록시스테아릭애씨드,1
토코페롤(250 ppb),1
연꽃뿌리추출물,1
아스코빌글루코사이드(500 ppb),1
3-O-에틸아스코빅애씨드(500 ppb),1
글루타티온(250 ppm),1
아세틸글루코사민(1,1
세테아릴아이소노나노에이트,1
스트로브잣나무껍질추출물,1
프로콜라겐(1ppm),1
오크라열매추출물,1
콜라겐아미노산(6ppm),1
콜라겐(7ppm),1
수용성콜라겐(12ppm),1
하이드롤라이즈드콜라겐(37ppm),1
데사미도콜라겐(67ppm),1
아텔로콜라겐(70ppm),1
나이아신아마이드(2%),1
피이지-6카프릴릭/카프릭글리세라이드,1
피이지-5글리세릴스테아레이트,1
수레국화꽃추출물,1
아보카도오일,1
비타민나무열매오일(0.016ppm),1
소듐아스코빌포스페이트(0.5ppm),1
감추출물,1
히아신스전초추출물,1
클레리추출물,1
보리지추출물,1
메나다이온(0.00025ppm),1
판테놀(100ppm),1
덱스트린팔미테이트,1
꽃송이버섯추출물,1
카프릴릭/카프릭/석시닉트라이글리세라이드,1
나이아신아마이드(20,1
841ppm),1
토코페롤(0.0154ppm),1
헥실신남알,1
알루미늄/마그네슘하이드록사이드스테아레이트,1
락토바실러스발효용해물(56.88%),1
나이아신아마이드(6%),1
온천수(아벤느 온천수),1
펙 틴,1
제인,1
000IU/g),1
레티놀 (1,1
달맞이꽃추출물,1
오레가노추출물,1
대왕송잎추출물,1
스타이렌/아크릴레이트코폴리머,1
C12-13파레스-9,1
푸마릭애씨드,1
씨대퍼딜추출물,1
프렌치로즈꽃추출물,1
[본품_비타 토닝 캡슐 세럼 50ml] 비타민나무수(810,1
세테스-5,1
피피지-6-데실테트라데세스-30,1
000ppm)*,1
세라마이드엔피*,1
하이드롤라이즈드콜라겐*,1
아스코빌글루코사이드(0.00025ppb)*,1
아스코빅애씨드(1.0005ppb)*,1
알부틴*,1
트라넥사믹애씨드*,1
에칠아스코빌에텔(15,1
하이드로제네이티드레시틴*,1
정제수*,1
나이아신아마이드*,1
비타민나무수(24.48%)*,1
디소듐이디티에이,1
암모늄폴리아크릴로일디메칠타우레이트,1
글리세릴이소스테아레이트,1
라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질*,1
펜틸렌글라이콜*,1
세테스-3,1
소듐나프탈렌설포네이트,1
코토니추출물,1
레틴알(10ppm),1
피이지-5레이프씨드스테롤,1
타라열매추출물,1
하이드롤라이즈드콜라겐(73ppm),1
바이오사카라이드검-4,1
히비스커스꽃추출물,1
피토스테롤*,1
판테놀(30%),1
미역추출물,1
하이드롤라이즈드하이알루로닉애씨드(0.02%),1
호스테일켈프추출물,1
다이소듐아데노신트라이포스페이트,1
아미노에탄설피닉애씨드,1
콜라겐추출물(5%),1
테트라아세틸피토스핑고신,1
장미추출물,1
라임전초오일**,1
글루타티온(1ppm),1
복숭아추출물(1,1
리날룰 *표시: Napiers original formula / +표시: Napiers moisture formula / **표시: 식물 유래 향,1
오렌지껍질오일**,1
로즈마리잎오일**,1
센티드제라늄꽃오일**,1
사이아노코발아민(1 ppm),1
약모밀추출물(200ppm),1
아스코빅애씨드(1 ppm),1
삼색제비꽃추출물+,1
메도우스위트꽃추출물+,1
다마스크장미꽃추출물+,1
마시멜로뿌리추출물+,1
레이디스맨틀잎추출물+,1
병풀추출물(800ppm),1
병풀잎추출물(1ppm),1
라즈베리잎추출물*,1
소듐폴리아크릴레이트스타치,1
맥아추출물,1
카놀라오일,1
불가리스매자열매추출물,1
구기자추출물,1
당근씨오일,1
효모/자일리눔/홍차발효물,1
소듐하이알루로네이트크로스폴리머(0.000001%),1
미나리추출물(826ppm),1
소듐하이알루로네이트(0.01%),1
스테아릴헵타노에이트,1
바쿠치올(5,1
레몬수,1
나이아신아마이드(10 %),1
카프릴하이드록사믹애씨드,1
와일드인디고뿌리추출물*,1
개박하추출물*,1
장미꽃오일,1
피피지-3카프릴릴에터,1
창포뿌리추출물,1
무환자추출물,1
비누풀잎추출물,1
팥추출물,1
천궁뿌리추출물,1
코카미도프로필베타인,1
글라이콜스테아레이트,1
에틸헥실펠라고네이트,1
시트로넬올 [증정 공진향 클렌징 폼] 글리세린,1
피이지-40스테아레이트,1
헥실데실에틸헥사노에이트,1
리모넨 [증정 공진향 탄력 크림] 정제수*,1
시트로넬올 [증정 공진향 탄력 밸런싱 토너] 정제수*,1
스테아릴알코올,1
동아씨추출물,1
센티드제라늄추출물,1
포트마리골드꽃추출물*,1
발삼코파이바수지,1
귀리커넬추출물*,1
토코페롤(84.75 ppm),1
나이아신아마이드(100 ppm),1
마카다미아씨오일폴리글리세릴-6에스터스베헤네이트,1
리날룰 *표시: belif original formula / +표시: 식물 유래 향 [증정 멀티 비타민 마스크] 정제수,1
[본품 비타C 토닝 세럼] 정제수,1
로즈힙열매오일,1
치자꽃추출물,1
빌베리씨오일,1
마룰라씨오일,1
살비아수,1
홍차추출물,1
아프리카스파이더플라워잎추출물,1
줄맨드라미씨추출물,1
들깨잎추출물,1
소듐구아이아줄렌설포네이트,1
(본품)센텔리안24 마데카 분말 티트리 에이씨 정제수,1
빙하수,1
소듐하이알루로네이트2),1
알지닌2),1
하이드롤라이즈드해면2),1
트라넥사믹애씨드3),1
나이아신아마이드3),1
온천수 글리세린 펜틸렌글라이콜 석시닉애씨드 락틱애씨드 소듐하이드록사이드 글루타믹애씨드 소듐벤조에이트 정제수 잔탄검,1
아미노에탄설피닉애씨드 (BI 2068 V1),1
알지닌/라이신폴리펩타이드2),1
프로필갈레이트,1
에르고티오네인,1
바추잎잎추출물,1
리씨열매오일,1
오렌지꽃오일,1
하이드롤라이즈드스클레로튬검,1
사이아노코발아민3),1
소듐디엔에이1),1
실리카실릴레이트,1
오렌지수,1
소듐헥사메타포스페이트 아떼 멜레이저 프로그래밍 앰플 : 에칠아스코빌에텔,1
나이아신아마이드(12%),1
아스코빅애씨드(30%),1
아떼 멜레이저 퓨어 비타민 씨 볼 : 소듐하이알루로네이트(33%),1
소듐레불리네이트,1
레불리닉애씨드,1
소듐실리케이트,1
석시닉애씨드2),1
칼슘실리케이트,1
소듐헥사메타포스페이트 멜레이저 프로그래밍 앰플 : 비타민나무수,1
멜레이저 퓨어 비타민 씨 볼 : 소듐하이알루로네이트,1
포도덩굴추출물,1
애플민트잎추출물,1
콘민트잎추출물,1
피톨,1
바위손추출물,1
맨드라미꽃추출물,1
리모넨 (추가구성)센텔리안24 마데카 겔 세럼 히알론 듀 정제수,1
C12-14Sec-알케스-12,1
마데카식애씨드(200 ppm),1
흰무늬엉겅퀴추출물,1
라케모사승마뿌리추출물,1
마카뿌리추출물,1
수레국화꽃수,1
데하이드로아세틱애씨드,1
바위돌꽃뿌리추출물,1
병풀즙,1
연꽃잎추출물,1
삼나무잎추출물,1
티트리잎오일(500 ppm),1
마데카식애씨드(2,1
비닐다이메티콘/메티콘실세스퀴옥세인크로스폴리머,1
하이드롤라이즈드하이알루로닉애씨드(61,1
온천수*,1
글루타밀아미도에틸인돌,1
[본품-앰플] 정제수,1
프랑스해안송껍질추출물(0.1 ppm) [증정-클렌징폼] 정제수,1
아크릴레이트코폴리머,1
다이소듐코코암포다이아세테이트,1
녹차수(0.97 %),1
라우릴하이드록시설테인,1
폴리쿼터늄-22,1
4-터피네올(1 ppm),1
락토바실러스세포외소포,1
당호박씨오일,1
채찍산호추출물,1
회화나무꽃추출물,1
눈빛승마추출물,1
아르니카 몬타나꽃추출물,1
C30-45알킬다이메티콘,1
아스코빅애씨드(23%),1
글리세릴베헤네이트,1
에델바이스꽃/잎추출물,1
아이소세테스-20,1
클로렐라 프로토테코이데스추출물,1
아시아티코사이드(3,1
610ppb),1
쓴풀추출물,1
푸른연꽃추출물,1
징크하이드롤라이즈드하이알루로네이트,1
글루코닉애씨드,1
팔미토일다이펩타이드-7,1
카프로익애씨드,1
소듐아세테이트,1
노티드랙추출물,1
엘더꽃추출물,1
월귤잎추출물,1
당아욱꽃/잎/줄기추출물,1
1%),1
레이디스맨틀꽃/잎/줄기추출물,1
페루기네움철쭉추출물,1
서양톱풀꽃/잎/줄기추출물,1
스피드웰꽃/잎/줄기추출물,1
카우슬립꽃추출물,1
화산재,1
[세럼] 정제수,1
콜라겐(20 ppm),1
콜라겐추출물(20 ppm),1
향료 [크림] 정제수,1
콜라겐(40 ppm),1
콜라겐추출물(40 ppm),1
향료 [마스크팩] 정제수,1
콜라겐(0.04ppm),1
타마린드씨검,1
징크피씨에이(징크로서,1
수용성콜라겐(0.02ppm),1
마데카소사이드(3.6 ppm),1
316 ppm),1
로얄젤리추출물(1,1
꿀추출물(500 ppm),1
트라넥사믹애씨드(4%),1
"""■ [징크테카세럼] 정제수",1
에틸헥실글리세린 [S.O.S 카밍젤] 정제수,1
"소듐클로라이드""",1
나이아신아마이드(40,1
구아이아줄렌(100ppm),1
100 ppm),1
아시아티코사이드(48 ppm),1
병풀잎추출물(40 ppm),1
마데카식애씨드(36 ppm),1
아시아틱애씨드(36 ppm),1
병풀추출물(3.4 ppm),1
서양민들레잎추출물,1
하이드록시프로필트라이모늄하이알루로네이트(1 ppm),1
비피다발효용해물(3%),1
비피다발효여과물(2,1
046ppm),1
락토바실러스/호박열매발효여과물,1
쿠티박테리움 그라눌로숨발효추출여과물(5ppm),1
꽈리꽃받침추출물,1
흑효모발효물,1
아데 노신,1
인디고추출물,1
원추리꽃추출물,1
하이드롤라이즈 드하이알루로닉애씨드,1
트라이소듐포스페이트,1
물망초꽃/잎 /줄기추출물,1
콜라겐추출물(0.04ppm),1
하이드롤라이즈드콜라겐(0.01ppb),1
소듐아세틸레이티드하이알루로네이트(4ppb),1
코코넛워터,1
야콘뿌리즙,1
망가니즈글루코네이트,1
알파-글루칸올리고사카라이드,1
알루미늄하이드록사이드,1
카프릴로일글라이신,1
비트레오스실라발효물,1
아세틸레이티드글라이콜스테아레이트,1
폴리글리세릴-4아이소스테아레이트,1
하이드로제네이티드쌀겨오일,1
티트리잎수(874,1
835 ppm),1
티트리잎오일(10 ppm),1
티트리잎추출물(0.1 ppm),1
티트리추출물(0.1 ppm),1
매스틱검,1
[시카에센스 30ml] 정제수 비피다발효용해물 판테놀 다이메티콘 베타인 글리세린 부틸렌글라이콜 펜틸렌글라이콜 아이소프로필미리스테이트 피이지/피피지/폴리부틸렌글라이콜-8/5/3글리세린 소듐하이드록사이드 만노오스 메틸다이하이드로자스모네이트 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 페녹시에탄올 하이드로제네이티드레시틴 알파-글루칸올리고사카라이드 카프릴릴글라이콜 폴리솔베이트20 마데카소사이드 스핑고모나스발효추출물 시트릭애씨드 야콘뿌리즙 소듐메틸스테아로일타우레이트 아세틸다이펩타이드-1세틸에스터 소듐벤조에이트 말토덱스트린 징크글루코네이트 망가니즈글루코네이트 소듐하이알루로네이트 엑토인 단삼뿌리추출물 살리실로일피토스핑고신 락토바실러스 트라이소듐에틸렌다이아민다이석시네이트 비사보롤 [시카밤3ml] 정제수,1
오르니틴,1
카프릴릭/카프릭트라이글 리세라이드,1
세틸에 틸헥사노에이트,1
나이아신아마이 드,1
C12-16알코올,1
소듐아크릴레이트/소듐아크릴 로일다이메틸타우레이트코폴리머,1
카프 릴릴글라이콜,1
솔비탄올 리에이트,1
아 크릴레이트/C10-30알킬아크릴레이트크로스폴리머,1
프로폴리스추출 물,1
마데카식애 씨드,1
세 라마이드엔피,1
본품 : 정제수,1
토코트라이엔올,1
세틸피이지/피피지-10/1다이메티콘,1
청색1호 (CI 42090),1
콜라겐아미노산(0.000001ppb),1
잡티세럼 40ml(증정품)] 정제수,1
아세틸피토스핑고신,1
온천수,1
4-t-부틸사이클로헥산올,1
카프 릴릭/카프릭트라이글리세라이드,1
폴리글리세릴-3다이스 테아레이트,1
글리세 릴글루코사이드,1
다이페닐다이 메티콘,1
하이드로제네이티드올리브오일불검화물,1
아크릴레 이트/C10-30알킬아크릴레이트크로스폴리머,1
다이포타슘 글리시리제이트,1
프룩토올리고 사카라이드,1
하이 드롤라이즈드콜라겐,1
흰목이버섯폴리사카라이드,1
[잡티세럼 40ml(본품),1
제라니올※ ※식물유래 에센셜오일 자체에 원래 포함된 성분 [미간아이패치(증정품)] 정제수,1
황색4호 (CI 19140),1
장미꽃,1
서양산딸기추출물,1
아사이팜열매추출물,1
제라니올※,1
리날룰※,1
적색산화철 (※식물유래 에센셜오일 자체에 원래 포함된 성분),1
에스에이치-올리고펩타이드-1(1.5ppm),1
마조람잎오일,1
네오펜틸글라이콜다이카프레이트,1
글루타티온(50,1
소듐코코일이세티오네이트,1
소듐하이알루로네이트(0.12%),1
가르시니아열매추출물,1
아이소부틸아미도티아졸릴레조시놀,1
프로폴리스추출물(6,1
소듐하이알루로네이트다이메틸실란올(5ppb),1
포타슘솔베이트 증정: 알로에베라잎수,1
전성분 실크수(69.9%),1
하이드롤라이즈드하이알루로닉애씨드(0.10052ppm),1
소듐하이알루로네이트(0.0052ppm),1
하이알루로닉애씨드(0.00001ppm),1
트라이실록세인,1
폴리에터-1,1
소듐하이알루로네이트크로스폴리머(0.00105ppm),1
하이드록시프로필트라이모늄하이알루로네이트(0.00012ppm),1
소듐아세틸레이티드하이알루로네이트(0.000002ppm),1
비스-하이드록시에톡시프로필다이메티콘,1
데카펩타이드-4,1
벼에스에이치-올리고펩타이드-1 * 레티놀 함량 509 IU/g,1
칼슘알루미늄보로실리케이트,1
소듐설파이트,1
프로필렌글라이콜알지네이트 (순수레티놀 함량 880IU),1
돌콩펩타이드(100 ppm),1
옥토크릴렌,1
에스에이치-폴리펩타이드-121(204 ppb),1
카페오일헥사펩타이드-65(104 ppb),1
헵타소듐헥사카복시메틸다이펩타이드-12(54 ppb),1
미리스토일펜타펩타이드-17(14 ppb),1
미리스토일펜타펩타이드-4(14 ppb),1
에스에이치-폴리펩타이드-123(14 ppb),1
팔미토일펜타펩타이드-5(9 ppb),1
아세틸테트라펩타이드-3(7ppb),1
카퍼트라이펩타이드-1(6 ppb),1
팔미토일펜타펩타이드-4(5 ppb),1
아세틸헥사펩타이드-8(5 ppb),1
팔미토일테트라펩타이드-7(4 ppb),1
에스에이치-데카펩타이드-7(4 ppb),1
에스에이치-옥타펩타이드-4(4 ppb),1
부틸옥틸살리실레이트,1
비스-에칠헥실옥시페놀메톡시페닐트리아진,1
에스에이치-펜타펩타이드-19(4 ppb),1
하이드롤라이즈드하이알루로닉애씨드(0.100052ppm),1
시트릭애씨드 * 피디알엔: 소듐디엔에이 [크림] 정제수,1
다이페닐실록시페닐트라이메티콘,1
피씨에이다이메티콘,1
카보머 [패드] 정제수,1
녹차카테킨,1
트라이에톡시카프릴릴실레인,1
미네랄솔트,1
PDRN 앰플 정제수,1
이리추출물,1
아텔로콜라겐 PDRN 핑크 원데이 세럼 정제수,1
메틸글루세스-10,1
하이드롤라이즈드하이알루로닉애씨드(500ppm),1
'[웰라쥬 리얼 히알루로닉 블루 앰플] '정제수,1
갈랑가갈랑갈추출물,1
하이드롤라이즈드소듐하이알루로네이트(0.1ppm),1
다이소듐이디티에이 [웰라쥬 리얼 히알루로닉 블루 선크림] 정제수,1
돌콩추출물,1
테트라하이드로피페린,1
소듐하이알루로네이트크로스폴리머(2.08ppb),1
올레일알코올,1
하이드록시프로필트라이모늄하이알루로네이트(0.012ppb),1
하이알루로닉애씨드(0.001ppb),1
소듐아세틸레이티드하이알루로네이트(0.0002ppb) [웰라쥬 리얼 히알루로닉 크림] 하이드롤라이즈드하이알루로닉애씨드(500,1
소듐하이알루로네이트크로스폴리머(3.5ppb),1
하이드록시프로필트라이모늄하이알루로네이트(0.42ppb),1
하이알루로닉애씨드(0.035ppb),1
소듐아세틸레이티드하이알루로네이트(0.007ppb),1
스트렙토코쿠스 테르모필루스발효물,1
비즈왁스,1
폴리글리세릴-3폴리리시놀리에이트,1
에스에이치-올리고펩타이드-9(4 ppb),1
팔미토일트라이펩타이드-1(4 ppb),1
하이드록시프로필트라이모늄하이알루로네이트(8ppb),1
락토바실러스발효용해물(45%),1
아연,1
탄제린추출물,1
스키산드라 스페난테라열매추출물,1
[세럼] 비피다발효용해물,1
트로폴론,1
다이소듐이디티에이 [마스크팩] 정제수,1
레몬그라스잎오일,1
솔잣나무가지/잎오일,1
다시마즙 (20%),1
시메티콘,1
조류추출물,1
다시마추출물 (0.0002%),1
아텔로콜라겐,1
비피다발효용해물(45%),1
참오동나무잎추출물,1
에스에이치-올리고펩타이드-9 (5ppb),1
생달나무잎추출물,1
녹나무잎추출물,1
월계수잎추출물,1
고수추출물,1
후박나무가지추출물,1
바질오일,1
소듐하이알루로네이트(50,1
200ppb),1
하이알루로닉애씨드(150ppb),1
다이메틸실란올하이알루로네이트(150ppb),1
하이드롤라이즈드소듐하이알루로네이트(150ppb),1
하이드롤라이즈드하이알루로닉애씨드(150ppb),1
포타슘하이알루로네이트(100ppb),1
소듐하이알루로네이트크로스폴리머(8ppb),1
에스에이치-펜타펩타이드-19 (5ppb),1
에스에이치-옥타펩타이드-4 (5ppb),1
트라이펩타이드-32(4 ppb),1
트레할로스,1
에스알-(올리고펩타이드-91클로스트리듐보툴리눔폴리펩타이드-1)(4 ppb),1
에스에이치-올리고펩타이드-1(4 ppb),1
에스에이치-폴리펩타이드-1(4 ppb),1
에스에이치-올리고펩타이드-2(4 ppb),1
에스에이치-폴리펩타이드-11(4 ppb),1
에스에이치-폴리펩타이드-9(4 ppb),1
에스에이치-폴리펩타이드-16(4 ppb),1
에스에이치-폴리펩타이드-22(4 ppb),1
에스에이치-폴리펩타이드-3(4 ppb),1
에스에이치-폴리펩타이드-19(4ppb),1
에스에이치-폴리펩타이드-62(4 ppb),1
아쿠아(아벤느온천수),1
아이소세틸스테아로일스테아레이트,1
소르비탄올리베이트,1
피이지-7트라이메틸올프로판코코넛에터,1
에스에이치-데카펩타이드-7 (5ppb),1
후추열매오일,1
생강오일,1
육계잎오일,1
병풀추출물(1000.001 ppb),1
병풀꽃/잎/줄기추출물(100 ppb),1
마데카식애씨드(0.0003 ppb),1
아시아틱애씨드(0.0003 ppb),1
아시아티코사이드(0.0004 ppb),1
동백나무꽃추출물,1
잣나무씨추출물,1
폴리그릴세릴-10스테아레이트,1
스핑고리피드,1
판테놀 (100,1
카퍼트라이펩타이드-1 (100ppb),1
베타-카로틴 증정 : 알로에베라잎수,1
히솝추출물,1
피토스테릴/이소스테아릴/세틸/스테아릴/베헤닐다이머디리놀리에이트,1
락토바실러스/부레옥잠발효물*,1
메도우스위트추출물,1
글리세릴스테아레이트+,1
리놀레익애씨드+,1
팔미틱애씨드+,1
타히티바닐라추출물,1
아이소스테아릭애씨드,1
세라마이드에이피+,1
세라마이드엔지+,1
락토바실러스/배즙발효여과물*,1
효모/보리씨발효여과물*,1
수박추출물*,1
무추출물*,1
락토바실러스/인삼뿌리발효여과물*,1
락토바실러스/콩발효추출물*,1
모나스커스/쌀발효물*,1
비니거*,1
효모/포도발효추출물*,1
효모/감자추출물발효여과물*,1
효모/자일리눔/홍차발효물*,1
세라마이드이오피+,1
단풍나무잎추출물*,1
창포뿌리추출물*,1
개다래추출물*,1
으름덩굴추출물*,1
양파추출물*,1
마늘추출물*,1
지모뿌리추출물*,1
쑥잎추출물*,1
사탕무뿌리추출물*,1
양배추추출물*,1
콜레스테롤+,1
세라마이드엔피+,1
동백나무잎추출물*,1
포타슘솔베이트 [9번 마스크팩] [상단] 정제수,1
초유(7,1
500ppm),1
우유지질,1
콜라겐수,1
알지닉애씨드,1
실란트라이올,1
펜타펩타이드-4,1
레티놀(1%),1
세틸팔미테이트,1
소듐하이알루로네이트(0.03%),1
소듐하이알루로네이트크로스폴리머(0.00005%),1
유럽밤나무씨추출물,1
해마토코쿠스 플루비알리스추출물,1
[9번 에센스] 정제수,1
네오펜틸글라이콜다이헵타노에이트,1
수크로오스스테아레이트+,1
에스에이치-폴리펩타이드-62 [하단] 정제수,1
미역취추출물,1
개똥쑥추출물,1
님잎추출물,1
가시대나무수액,1
자작나무수액,1
소듐만노오스포스페이트,1
카퍼설페이트,1
산구절초추출물,1
하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머,1
에센스: 정제수*,1
락토바실러스발효용해물*,1
3-부탄다이올+,1
하이드로제네이티드레시틴+,1
순무잎추출물*,1
파파야열매추출물*,1
피키아발효용해여과물,1
형개추출물*,1
소엽잎추출물*,1
팥추출물*,1
왕질경이씨추출물*,1
도라지뿌리추출물*,1
쇠비름추출물*,1
살구추출물*,1
복숭아추출물*,1
자두추출물*,1
사과추출물*,1
지황뿌리추출물*,1
로즈마리잎추출물*,1
라즈베리추출물*,1
살비아잎추출물*,1
얼룩조릿대잎추출물*,1
검은깨추출물*,1
